turnstilelink_link_1,turnstilelink_link_1/_text,turnstilelink_link_1/_title,company_link,company_link/_text,company_link/_title,company_value,label,turnstilelink_link_2,turnstilelink_link_2/_text,turnstilelink_link_2/_title,turnstilelink_link_2_numbers,ratingnumber_number,slnounderline_value,slnounderline_value_numbers,value,location_value_1,location_value_2,moreloc_link,moreloc_link/_text,moreloc_link/_title,moreloc_link_numbers,snip_value,snip_value_prices,summary_description,summary_description_prices,ialabel_value,resultlink_content,resultlink_content_numbers,resultlink_links,resultlink_links/_text,resultlink_links/_title,viewall_label,viewall_link,viewall_link/_text,viewall_link/_title,mat_link,mat_link/_text,mat_link/_title,salarysearch_label,salarysearch_link,salarysearch_link/_text,salarysearch_link/_title,mat_content,mat_links,mat_links/_text,mat_links/_title,moreactions_content,moreactions_links,moreactions_links/_text,moreactions_links/_title,"_PAGE_NUMBER"
"http://www.indeed.com/rc/clk?jk=3f2f37c347e1360b&fccid=c4a4712f2542e1af","Sr. Quantitative Research Analyst","Sr. Quantitative Research Analyst","","","","C+R Research","-","","","","","","","","","Chicago, IL","","","","","","","","Presentation set-up, data posting, data analysis and editorial write-up. Field coordination, survey programming, quality control, data processing, and report...","","","MarketResearchCareers.com - 5 days ago - save job - email - more...","-5","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=C%2Br+Research&l=Chicago,+IL&nc=jasx","C+R Research jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Quantitative+Research+Analyst&l1=Chicago%2C+IL","Senior Quantitative Research Analyst salaries in Chicago, IL","","Related forums: C+R Research","http://www.indeed.com/forum/cmp/C%252Br-Research.html","C+R Research","","","","","","2"
"http://www.indeed.com/rc/clk?jk=0c0c627edaf1f7b1&fccid=304606e95d5d4d4a","Research Associate III - Pediatrics Pulmonary","Research Associate III - Pediatrics Pulmonary","","","","Ann & Robert Lurie Children's Hospital of Chicago","-","","","","","","","","","Chicago, IL","","","","","","","","Collaborates with Scientists in the preparation of manuscripts. Maintains accurate research records, and presents data in group settings....","","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Ann+%26+Robert+Lurie+Children%27s+Hospital+of+Chicago&l=Chicago,+IL","Ann & Robert Lurie Children's Hospital of Chicago jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Research+Associate&l1=Chicago%2C+IL","Research Associate salaries in Chicago, IL","","Related forums: Ann & Robert Lurie Children's Hospital of Chicago","http://www.indeed.com/forum/cmp/Ann-%26-Robert-Lurie-Children%27s-Hospital-of-Chicago.html","Ann & Robert Lurie Children's Hospital of Chicago","","","","","","2"
"http://www.indeed.com/rc/clk?jk=fb6939dc1b58db16&fccid=85806092f576a90e","Data Scientist - Natural Language Processing","Data Scientist - Natural Language Processing","","","","Civis Analytics","-","","","","","","","","","Chicago, IL","","","","","","","","With a specialization in natural language processing, this data scientist role will apply expertise in machine learning to the analysis of text datasets being...","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Civis-Analytics-l-Chicago,-IL-jobs.html","Civis Analytics jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Data+Scientist&l1=Chicago%2C+IL","Data Scientist salaries in Chicago, IL","","Related forums: Civis Analytics","http://www.indeed.com/forum/cmp/Civis-Analytics.html","Civis Analytics","","","","","","2"
"http://www.indeed.com/rc/clk?jk=f1e92960f0edbfc4&fccid=bfae268325fa2c43","VP of Engineering","VP of Engineering","","","","VitalSource Staffing","-","","","","","","","","","Chicago, IL","","","","","","","","Hire and mentor engineering staff including Product Management, UI/UX, Front and Backend Developers and Data Scientists....","","","18 days ago - save job - email - more...","18","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Vitalsource-Staffing-l-Chicago,-IL-jobs.html","VitalSource Staffing jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=VP+Engineering&l1=Chicago%2C+IL","VP Engineering salaries in Chicago, IL","","Learn more about working at Vitalsource Staffing","http://www.indeed.com/cmp/Vitalsource-Staffing?fromjk=f1e92960f0edbfc4&from=serp-more&campaignid=serp-more&jcid=85f2cb137b58325e","Vitalsource Staffing","","Related forums: VitalSource Staffing","http://www.indeed.com/forum/cmp/Vitalsource-Staffing.html","VitalSource Staffing","","2"
"http://www.indeed.com/rc/clk?jk=f8aed7d46eb36d97&fccid=2018a73c53179d10","Data Scientist - P","Data Scientist - P","http://www.indeed.com/cmp/Loyaltyone?from=SERP&campaignid=serp-linkcompanyname&fromjk=f8aed7d46eb36d97&jcid=2018a73c53179d10","LoyaltyOne","","","-","http://www.indeed.com/cmp/Loyaltyone/reviews?jcid=2018a73c53179d10","3.125 reviews","Loyaltyone reviews","3.125","3.1","25 reviews","25","-","Chicago, IL 60601","(Loop area)","","","","","","","The Data Scientist will provide process execution support for client projects. Take analytical objectives and define data requirements....","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Loyaltyone-l-Chicago,-IL-jobs.html","LoyaltyOne jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Data+Scientist&l1=Chicago%2C+IL","Data Scientist salaries in Chicago, IL","","Related forums: LoyaltyOne","http://www.indeed.com/forum/cmp/Loyaltyone.html","LoyaltyOne","","","","","","2"
"http://www.indeed.com/rc/clk?jk=48587d51091d1714&fccid=0259b009a42fd501","Market Research Analyst (Consumer Trends)","Market Research Analyst (Consumer Trends)","","","","GfK, Market Opportunities and Innovation (MOI)","-","","","","","","","","","Chicago, IL","","","","","","","","Quality control data. Respond to fast-turnaround client data requests and inquiries. Use a variety of tools to run cross-tabs and interpret the data for...","","","GfK - 18 days ago - save job - email - more...","-18","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Gfk,+Market+Opportunities+Innovation+(moi)&l=Chicago,+IL&nc=jasx","GfK, Market Opportunities and Innovation (MOI) jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Market+Research+Analyst&l1=Chicago%2C+IL","Market Research Analyst salaries in Chicago, IL","","Related forums: GfK, Market Opportunities and Innovation (MOI)","http://www.indeed.com/forum/cmp/Gfk%2C-Market-Opportunities-and-Innovation-%28moi%29.html","GfK, Market Opportunities and Innovation (MOI)","","","","","","2"
"http://www.indeed.com/rc/clk?jk=1c59dae9b8af5c96&fccid=c0284a26116bc063","Junior Quantitative Research Analyst","Junior Quantitative Research Analyst","","","","Next Step Systems","-","","","","","","","","","Chicago, IL","","","","","","","","Analyze financial market data to identify patterns and potential problems. Chicago IL Jobs, Junior Quantitative Research Analyst, C++, Math, Financial, Chicago...","","","7 days ago - save job - email - more...","7","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Next-Step-Systems-l-Chicago,-IL-jobs.html","Next Step Systems jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Junior+Quantitative+Research+Analyst&l1=Chicago%2C+IL","Junior Quantitative Research Analyst salaries in Chicago, IL","","Learn more about working at Next Step Systems","http://www.indeed.com/cmp/Next-Step-Systems?fromjk=1c59dae9b8af5c96&from=serp-more&campaignid=serp-more&jcid=c0284a26116bc063","Next Step Systems","","Related forums: Next Step Systems","http://www.indeed.com/forum/cmp/Next-Step-Systems.html","Next Step Systems","","2"
"http://www.indeed.com/rc/clk?jk=9750bd41f379a72a&fccid=c0284a26116bc063","Jr Quantitative Reasearch Analyst","Jr Quantitative Reasearch Analyst","","","","Next Step Systems","-","","","","","","","","","Chicago, IL","","","","","","","","Junior Quantitative Research Analysts, Chicago, IL Chicago IL Jobs, Junior Quantitative Research Analyst, C++, Math, Financial, Chicago Recruiters,","","","26 days ago - save job - email - more...","26","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Next-Step-Systems-l-Chicago,-IL-jobs.html","Next Step Systems jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Junior+Quantitative+Reasearch+Analyst&l1=Chicago%2C+IL","Junior Quantitative Reasearch Analyst salaries in Chicago, IL","","Learn more about working at Next Step Systems","http://www.indeed.com/cmp/Next-Step-Systems?fromjk=9750bd41f379a72a&from=serp-more&campaignid=serp-more&jcid=c0284a26116bc063","Next Step Systems","","Related forums: Next Step Systems","http://www.indeed.com/forum/cmp/Next-Step-Systems.html","Next Step Systems","","2"
"http://www.indeed.com/rc/clk?jk=4feffba66e251645&fccid=889299755eb998cd","Principal Scientist, Bioanalysis","Principal Scientist, Bioanalysis","http://www.indeed.com/cmp/Astellas-Pharmaceuticals?from=SERP&campaignid=serp-linkcompanyname&fromjk=4feffba66e251645&jcid=889299755eb998cd","Astellas Pharmaceuticals","","","-","http://www.indeed.com/cmp/Astellas-Pharmaceuticals/reviews?jcid=889299755eb998cd","3.749 reviews","Astellas Pharmaceuticals reviews","3.749","3.7","49 reviews","49","-","Northbrook, IL","","","","","","","","Knowledge of computer software for laboratory data management. Astellas is announcing a Principal Scientist, Bioanalysis Location - Skokie, IL....","","","16 days ago - save job - email - more...","16","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Astellas-Pharmaceuticals-l-Northbrook,-IL-jobs.html","Astellas Pharmaceuticals jobs in Northbrook, IL","","http://www.indeed.com/l-Northbrook,-IL-jobs.html","Northbrook jobs","","Salary Search:","http://www.indeed.com/salary?q1=Principal+Scientist&l1=Northbrook%2C+IL","Principal Scientist salaries in Northbrook, IL","","Learn more about working at Astellas Pharmaceuticals","http://www.indeed.com/cmp/Astellas-Pharmaceuticals?fromjk=4feffba66e251645&from=serp-more&campaignid=serp-more&jcid=889299755eb998cd","Astellas Pharmaceuticals","","Related forums: Astellas Pharmaceuticals","http://www.indeed.com/forum/cmp/Astellas-Pharmaceuticals.html","Astellas Pharmaceuticals","","2"
"http://www.indeed.com/rc/clk?jk=ff92f03380b96427&fccid=3a71a4d2f7990a25","Machine Learning Engineer - Connected Car","Machine Learning Engineer - Connected Car","http://www.indeed.com/cmp/Allstate-Insurance?from=SERP&campaignid=serp-linkcompanyname&fromjk=ff92f03380b96427&jcid=3a71a4d2f7990a25","Allstate Insurance","","","-","http://www.indeed.com/cmp/Allstate-Insurance/reviews?jcid=3a71a4d2f7990a25","3.92,650 reviews","Allstate Insurance reviews","392.65","3.9","2,650 reviews","2650","-","Chicago, IL 60601","(Loop area)","","","","","","","We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. As a talented and bold engineer, you love to code,...","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Allstate-Insurance-l-Chicago,-IL-jobs.html","Allstate Insurance jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Machine+Learning+Engineer&l1=Chicago%2C+IL","Machine Learning Engineer salaries in Chicago, IL","","Learn more about working at Allstate Insurance","http://www.indeed.com/cmp/Allstate-Insurance?fromjk=ff92f03380b96427&from=serp-more&campaignid=serp-more&jcid=3a71a4d2f7990a25","Allstate Insurance","","Related forums: Allstate Insurance","http://www.indeed.com/forum/cmp/Allstate-Insurance.html","Allstate Insurance","","2"
"http://www.indeed.com/rc/clk?jk=d183eecb33b2daf4&fccid=ab22e7c357e67bd4","Sr. Analyst- Economic Research","Sr. Analyst- Economic Research","","","","Vizient, Inc.","-","","","","","","","","","Chicago, IL","","","","","","","","Interacting with internal and external clients to understand data. Confidence when consulting with and interpreting data for internal and external customers....","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Vizient,+Inc&l=Chicago,+IL&nc=jasx","Vizient, Inc. jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Analyst&l1=Chicago%2C+IL","Senior Analyst salaries in Chicago, IL","","Learn more about working at Vizient, Inc.","http://www.indeed.com/cmp/Vizient,-Inc.?fromjk=d183eecb33b2daf4&from=serp-more&campaignid=serp-more&jcid=c9e0fd3569d70df2","Vizient, Inc.","","","","","","2"
"http://www.indeed.com/rc/clk?jk=f94f1f61de484ce7&fccid=eda0d922dad148f7","Digital Media Strategist","Digital Media Strategist","http://www.indeed.com/cmp/Tmp-Worldwide?from=SERP&campaignid=serp-linkcompanyname&fromjk=f94f1f61de484ce7&jcid=d02304f117143c92","TMP","","","-","http://www.indeed.com/cmp/Tmp-Worldwide/reviews?jcid=d02304f117143c92","3.861 reviews","Tmp reviews","3.861","3.8","61 reviews","61","-","Chicago, IL","","","","","","","","The Digital Media Strategist bridges the gap between data and meaning. Critical thinker who can present complex concepts, media recommendations and data results...","","","7 days ago - save job - email - more...","7","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Tmp-l-Chicago,-IL-jobs.html","TMP jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Digital+Media+Strategist&l1=Chicago%2C+IL","Digital Media Strategist salaries in Chicago, IL","","Learn more about working at Tmp","http://www.indeed.com/cmp/Tmp-Worldwide?fromjk=f94f1f61de484ce7&from=serp-more&campaignid=serp-more&jcid=d02304f117143c92","Tmp","","Related forums: TMP Worldwide","http://www.indeed.com/forum/cmp/Tmp-Worldwide.html","TMP Worldwide","","2"
"http://www.indeed.com/rc/clk?jk=d8d848b3e530a980&fccid=a3ff86f7ce17cb3b","Environmental Scientist","Environmental Scientist","","","","The Vertex Companies, LLC.","-","","","","","","","","","Chicago, IL","","","","","","","","Analyze laboratory and engineering data. Due Diligence Environmental Services....","","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-The-Vertex-Companies,-LLC-l-Chicago,-IL-jobs.html","The Vertex Companies, LLC. jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Environmental+Scientist&l1=Chicago%2C+IL","Environmental Scientist salaries in Chicago, IL","","Related forums: Chicago, Illinois - Environmental Scientist","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/job/Environmental-Scientist.html","Chicago, Illinois; Environmental Scientist","","","","","","3"
"http://www.indeed.com/cmp/The-McManness-Group/jobs/Principal-Statistical-Analyst-b8873b23dd6643c5?r=1&fccid=45aea35d107c7883","Principal Statistical Analyst / Data Scientist","Principal Statistical Analyst / Data Scientist","","","","The McManness Group","-","","","","","","","","","Chicago, IL","","","","","","","","Principal Statistical Analyst / Data Scientist. Chicago, IL ( *Please note that position will transfer to Nashville, TN in the fall of 2017*....","","Easily apply","1 day ago - save job - email - more...","1","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-The-Mcmanness-Group-l-Chicago,-IL-jobs.html","The McManness Group jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Principal+Statistical+Analyst&l1=Chicago%2C+IL","Principal Statistical Analyst salaries in Chicago, IL","","Learn more about working at The Mcmanness Group","http://www.indeed.com/cmp/The-Mcmanness-Group-1?fromjk=b8873b23dd6643c5&from=serp-more&campaignid=serp-more&jcid=a4ccfd1ed91b8b64","The Mcmanness Group","","Related forums: Chicago, Illinois - The McManness Group","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/cmp/The-Mcmanness-Group-1.html","Chicago, Illinois; The McManness Group","","3"
"http://www.indeed.com/rc/clk?jk=1be48ee4132670bf&fccid=be3b11aa573faee7","Predictive Modeling, Strategic Analytics","Predictive Modeling, Strategic Analytics","http://www.indeed.com/cmp/CVS-Health?from=SERP&campaignid=serp-linkcompanyname&fromjk=1be48ee4132670bf&jcid=1419e52fd7c725ce","CVS Health","","","-","http://www.indeed.com/cmp/CVS-Health/reviews?jcid=1419e52fd7c725ce","3.611,040 reviews","CVS Health reviews","3611.04","3.6","11,040 reviews","11040","-","Northbrook, IL","","","","","","","","Accessing data, constructing and manipulating large datasets to support planned analyses, using SAS, SQL and similar tools....","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-CVS-Health-l-Northbrook,-IL-jobs.html","CVS Health jobs in Northbrook, IL","","http://www.indeed.com/l-Northbrook,-IL-jobs.html","Northbrook jobs","","Salary Search:","http://www.indeed.com/salary?q1=Predictive+Modeling&l1=Northbrook%2C+IL","Predictive Modeling salaries in Northbrook, IL","","Learn more about working at CVS Health","http://www.indeed.com/cmp/CVS-Health?fromjk=1be48ee4132670bf&from=serp-more&campaignid=serp-more&jcid=1419e52fd7c725ce","CVS Health","","Related forums: Northbrook, Illinois - CVS Health","http://www.indeed.com/forum/loc/Northbrook-Illinois.html; http://www.indeed.com/forum/cmp/CVS-Health.html","Northbrook, Illinois; CVS Health","","3"
"http://www.indeed.com/rc/clk?jk=916258dd4302f7bd&fccid=20f0611b77f906b5","Individual & Major Gifts Intern","Individual & Major Gifts Intern","http://www.indeed.com/cmp/Adler-Planetarium?from=SERP&campaignid=serp-linkcompanyname&fromjk=916258dd4302f7bd&jcid=20f0611b77f906b5","Adler Planetarium","","","-","http://www.indeed.com/cmp/Adler-Planetarium/reviews?jcid=20f0611b77f906b5","3.715 reviews","Adler Planetarium reviews","3.715","3.7","15 reviews","15","-","Chicago, IL 60605","(Near South Side area)","","","","","","","Capture and maintain accurate donor data in Raiser’s Edge database. We aren't looking for actual rocket scientists -- we have plenty of those -- but we are...","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Adler-Planetarium-l-Chicago,-IL-jobs.html","Adler Planetarium jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Individual+Major+Gift+Intern&l1=Chicago%2C+IL","Individual Major Gift Intern salaries in Chicago, IL","","Learn more about working at Adler Planetarium","http://www.indeed.com/cmp/Adler-Planetarium?fromjk=916258dd4302f7bd&from=serp-more&campaignid=serp-more&jcid=20f0611b77f906b5","Adler Planetarium","","Related forums: Chicago, Illinois - Adler Planetarium","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/cmp/Adler-Planetarium.html","Chicago, Illinois; Adler Planetarium","","3"
"http://www.indeed.com/cmp/Workbridge-Associates/jobs/Principal-Data-Scientist-bc3d353ab3339ea1?r=1&fccid=a6920e0a635e5c4e","Principal Data Scientist","Principal Data Scientist","http://www.indeed.com/cmp/Workbridge-Associates?from=SERP&campaignid=serp-linkcompanyname&fromjk=bc3d353ab3339ea1&jcid=a6920e0a635e5c4e","Workbridge Associates","","","-","http://www.indeed.com/cmp/Workbridge-Associates/reviews?jcid=a6920e0a635e5c4e","3.420 reviews","Workbridge Associates reviews","3.42","3.4","20 reviews","20","-","Chicago, IL","","","","","","$165,000 a year","165000","A major healthcare insurance corporation has been building out a new Data Analytics team in their Chicago office, and they are looking to add a Principal Data...","","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Workbridge-Associates-l-Chicago,-IL-jobs.html","Workbridge Associates jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Principal+Data+Scientist&l1=Chicago%2C+IL","Principal Data Scientist salaries in Chicago, IL","","Learn more about working at Workbridge Associates","http://www.indeed.com/cmp/Workbridge-Associates?fromjk=bc3d353ab3339ea1&from=serp-more&campaignid=serp-more&jcid=a6920e0a635e5c4e","Workbridge Associates","","Related forums: Chicago, Illinois - Workbridge Associates","http://www.indeed.com/forum/loc/Chicago-Illinois.html; http://www.indeed.com/forum/cmp/Workbridge-Associates.html","Chicago, Illinois; Workbridge Associates","","3"
"http://www.indeed.com/rc/clk?jk=64a27b27f3e4fe2f&fccid=85806092f576a90e","Senior Data Scientist - Unstructured Data","Senior Data Scientist - Unstructured Data","","","","Civis Analytics","-","","","","","","","","","Chicago, IL","","","","","","","","With a specialization in unstructured data, this Senior Data Scientist role will apply techniques from fields such as machine learning, applied statistics,...","","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Chicago%2C+IL&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Civis-Analytics-l-Chicago,-IL-jobs.html","Civis Analytics jobs in Chicago, IL","","http://www.indeed.com/l-Chicago,-IL-jobs.html","Chicago jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Data+Scientist&l1=Chicago%2C+IL","Senior Data Scientist salaries in Chicago, IL","","Related forums: Civis Analytics - Chicago, Illinois","http://www.indeed.com/forum/cmp/Civis-Analytics.html; http://www.indeed.com/forum/loc/Chicago-Illinois.html","Civis Analytics; Chicago, Illinois","","","","","","3"
