turnstilelink_link_1,turnstilelink_link_1/_text,turnstilelink_link_1/_title,company_content,company_link,company_link/_text,company_link/_title,label,turnstilelink_link_2,turnstilelink_link_2/_text,turnstilelink_link_2/_title,turnstilelink_link_2_numbers,ratingnumber_number,slnounderline_value,slnounderline_value_numbers,value,location_value,snip_value,snip_value_prices,locations_link,locations_link/_text,locations_link/_title,locations_link_numbers,summary_description,ialabel_value,resultlink_content,resultlink_content_numbers,resultlink_links,resultlink_links/_text,resultlink_links/_title,viewall_label,viewall_link,viewall_link/_text,viewall_link/_title,mat_link,mat_link/_text,mat_link/_title,salarysearch_label,salarysearch_link,salarysearch_link/_text,salarysearch_link/_title,mat_content,mat_links,mat_links/_text,mat_links/_title,moreactions_content,moreactions_links,moreactions_links/_text,moreactions_links/_title,"_PAGE_NUMBER"
"http://www.indeed.com/rc/clk?jk=0b5b25496d3f26b4&fccid=92df745a37778eeb","Research Project Analyst","Research Project Analyst","Added Value","http://www.indeed.com/cmp/Added-Value?from=SERP&campaignid=serp-linkcompanyname&fromjk=0b5b25496d3f26b4&jcid=92df745a37778eeb","Added Value","","-","http://www.indeed.com/cmp/Added-Value/reviews?jcid=92df745a37778eeb","5 reviews","Added Value reviews","5","","","","-","Los Angeles, CA 90041","","","","","","","Dig into the data, to help solve reporting issues to create quality insights. Los Angeles, CA....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Added-Value-l-Los-Angeles,-CA-jobs.html","Added Value jobs in Los Angeles, CA","","http://www.indeed.com/l-Los-Angeles,-CA-jobs.html","Los Angeles jobs","","Salary Search:","http://www.indeed.com/salary?q1=Research+Project+Analyst&l1=Los+Angeles%2C+CA","Research Project Analyst salaries in Los Angeles, CA","","Learn more about working at Added Value","http://www.indeed.com/cmp/Added-Value?fromjk=0b5b25496d3f26b4&from=serp-more&campaignid=serp-more&jcid=92df745a37778eeb","Added Value","","Related forums: Los Angeles, California - Added Value","http://www.indeed.com/forum/loc/Los-Angeles-California.html; http://www.indeed.com/forum/cmp/Added-Value.html","Los Angeles, California; Added Value","","3"
"http://www.indeed.com/rc/clk?jk=948c3b1accf6bbbd&fccid=126e3afd205caa95","Scientist III, Biochemistry R&D","Scientist III, Biochemistry R&D","Thermo Fisher Scientific","http://www.indeed.com/cmp/Thermo-Fisher-Scientific?from=SERP&campaignid=serp-linkcompanyname&fromjk=948c3b1accf6bbbd&jcid=126e3afd205caa95","Thermo Fisher Scientific","","-","http://www.indeed.com/cmp/Thermo-Fisher-Scientific/reviews?jcid=126e3afd205caa95","884 reviews","Thermo Fisher Scientific reviews","884","","","","-","Canoga Park, CA","","","","","","","Develop and enhance antigen-related products, including bead-based technologies and other platforms in support of current products and new product development...","","5 days ago - save job - email - more...","5","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Thermo-Fisher-Scientific-l-Canoga-Park,-CA-jobs.html","Thermo Fisher Scientific jobs in Canoga Park, CA","","http://www.indeed.com/l-Canoga-Park,-CA-jobs.html","Canoga Park jobs","","Salary Search:","http://www.indeed.com/salary?q1=Scientist&l1=Canoga+Park%2C+CA","Scientist salaries in Canoga Park, CA","","Learn more about working at Thermo Fisher Scientific","http://www.indeed.com/cmp/Thermo-Fisher-Scientific?fromjk=948c3b1accf6bbbd&from=serp-more&campaignid=serp-more&jcid=126e3afd205caa95","Thermo Fisher Scientific","","Related forums: Scientist - Thermo Fisher Scientific","http://www.indeed.com/forum/job/Scientist.html; http://www.indeed.com/forum/cmp/Thermo-Fisher-Scientific.html","Scientist; Thermo Fisher Scientific","","3"
"http://www.indeed.com/rc/clk?jk=04b06448ebb5833a&fccid=b589eccf8d852c21","SMC/AD MS&A Design of Research Analyst","SMC/AD MS&A Design of Research Analyst","Odyssey Systems Consulting Group","http://www.indeed.com/cmp/Odyssey-Systems-Consulting-Group?from=SERP&campaignid=serp-linkcompanyname&fromjk=04b06448ebb5833a&jcid=b589eccf8d852c21","Odyssey Systems Consulting Group","","-","http://www.indeed.com/cmp/Odyssey-Systems-Consulting-Group/reviews?jcid=b589eccf8d852c21","5 reviews","Odyssey Systems Consulting Group reviews","5","","","","-","El Segundo, CA","","","","","","","SMC/AD’s mission is to drive future Space capabilities through collaborative innovation, development planning, and demonstrations. AD provides leadership in","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Odyssey-Systems-Consulting-Group-l-El-Segundo,-CA-jobs.html","Odyssey Systems Consulting Group jobs in El Segundo, CA","","http://www.indeed.com/l-El-Segundo,-CA-jobs.html","El Segundo jobs","","Salary Search:","http://www.indeed.com/salary?q1=Smc+Advertising+Ms+Design+Research+Analyst&l1=El+Segundo%2C+CA","Smc Advertising Ms Design Research Analyst salaries in El Segundo, CA","","Learn more about working at Odyssey Systems Consulting Group","http://www.indeed.com/cmp/Odyssey-Systems-Consulting-Group?fromjk=04b06448ebb5833a&from=serp-more&campaignid=serp-more&jcid=b589eccf8d852c21","Odyssey Systems Consulting Group","","Related forums: El Segundo, California - Odyssey Systems Consulting Group","http://www.indeed.com/forum/loc/El-Segundo-California.html; http://www.indeed.com/forum/cmp/Odyssey-Systems-Consulting-Group.html","El Segundo, California; Odyssey Systems Consulting Group","","3"
"http://www.indeed.com/rc/clk?jk=09932cd1d8ae38a2&fccid=22d99361dca0507f","Postdoctoral Scientist - Neuroscience","Postdoctoral Scientist - Neuroscience","Cedars-Sinai","http://www.indeed.com/cmp/Cedars--sinai?from=SERP&campaignid=serp-linkcompanyname&fromjk=09932cd1d8ae38a2&jcid=22d99361dca0507f","Cedars-Sinai","","-","http://www.indeed.com/cmp/Cedars--sinai/reviews?jcid=22d99361dca0507f","186 reviews","Cedars-sinai reviews","186","","","","-","Los Angeles, CA","","","","","","","Demonstrated aptitude to perform experimental protocols and procedures, including detailed data collection, and analysis....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Cedars-sinai&l=Los+Angeles,+CA","Cedars-Sinai jobs in Los Angeles, CA","","http://www.indeed.com/l-Los-Angeles,-CA-jobs.html","Los Angeles jobs","","Salary Search:","http://www.indeed.com/salary?q1=Postdoctoral+Scientist&l1=Los+Angeles%2C+CA","Postdoctoral Scientist salaries in Los Angeles, CA","","Learn more about working at Cedars-sinai","http://www.indeed.com/cmp/Cedars--sinai?fromjk=09932cd1d8ae38a2&from=serp-more&campaignid=serp-more&jcid=22d99361dca0507f","Cedars-sinai","","Related forums: Los Angeles, California - Cedars-Sinai","http://www.indeed.com/forum/loc/Los-Angeles-California.html; http://www.indeed.com/forum/cmp/Cedars--sinai.html","Los Angeles, California; Cedars-Sinai","","3"
"http://www.indeed.com/rc/clk?jk=7cf8dc2303994059&fccid=b3c8824c5b196d40","Program Assistant","Program Assistant","Natural Resources Defense Council","http://www.indeed.com/cmp/Natural-Resources-Defense-Council?from=SERP&campaignid=serp-linkcompanyname&fromjk=7cf8dc2303994059&jcid=b3c8824c5b196d40","Natural Resources Defense Council","","-","http://www.indeed.com/cmp/Natural-Resources-Defense-Council/reviews?jcid=b3c8824c5b196d40","7 reviews","Natural Resources Defense Council reviews","7","","","","-","Santa Monica, CA 90401","","","","","","","Data entry and development and membership database maintenance, including tracking, processing, and acknowledging event gifts....","","6 days ago - save job - email - more...","6","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Natural-Resources-Defense-Council-l-Santa-Monica,-CA-jobs.html","Natural Resources Defense Council jobs in Santa Monica, CA","","http://www.indeed.com/l-Santa-Monica,-CA-jobs.html","Santa Monica jobs","","Salary Search:","http://www.indeed.com/salary?q1=Program+Assistant&l1=Santa+Monica%2C+CA","Program Assistant salaries in Santa Monica, CA","","Learn more about working at Natural Resources Defense Council","http://www.indeed.com/cmp/Natural-Resources-Defense-Council?fromjk=7cf8dc2303994059&from=serp-more&campaignid=serp-more&jcid=b3c8824c5b196d40","Natural Resources Defense Council","","Related forums: Natural Resources Defense Council - Program Assistant - Santa Monica, California","http://www.indeed.com/forum/cmp/Natural-Resources-Defense-Council.html; http://www.indeed.com/forum/job/Program-Assistant.html; http://www.indeed.com/forum/loc/Santa-Monica-California.html","Natural Resources Defense Council; Program Assistant; Santa Monica, California","","3"
"http://www.indeed.com/rc/clk?jk=29d4e27d22a41556&fccid=ba923b146fa75d0d","Member of Technical Staff","Member of Technical Staff","The Aerospace Corporation","http://www.indeed.com/cmp/The-Aerospace-Corporation?from=SERP&campaignid=serp-linkcompanyname&fromjk=29d4e27d22a41556&jcid=ba923b146fa75d0d","The Aerospace Corporation","","-","http://www.indeed.com/cmp/The-Aerospace-Corporation/reviews?jcid=ba923b146fa75d0d","46 reviews","The Aerospace Corporation reviews","46","","","","-","El Segundo, CA 90245","","","","","","","Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Preferred e xperience shall include designing and...","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=The+Aerospace+Corporation&l=El+Segundo,+CA&nc=jasx","The Aerospace Corporation jobs in El Segundo, CA","","http://www.indeed.com/l-El-Segundo,-CA-jobs.html","El Segundo jobs","","Salary Search:","http://www.indeed.com/salary?q1=Member+Technical+Staff&l1=El+Segundo%2C+CA","Member Technical Staff salaries in El Segundo, CA","","Learn more about working at The Aerospace Corporation","http://www.indeed.com/cmp/The-Aerospace-Corporation?fromjk=29d4e27d22a41556&from=serp-more&campaignid=serp-more&jcid=ba923b146fa75d0d","The Aerospace Corporation","","Related forums: El Segundo, California - The Aerospace Corporation","http://www.indeed.com/forum/loc/El-Segundo-California.html; http://www.indeed.com/forum/cmp/The-Aerospace-Corporation.html","El Segundo, California; The Aerospace Corporation","","3"
"http://www.indeed.com/rc/clk?jk=6ab036fe59b4ef72&fccid=c2345d65ddd4cd50","Director of Data Science","Director of Data Science","The Big Game Hunter","","","","-","","","","","","","","","Santa Monica, CA","","","","","","","The Chief data scientist will lead the data team, working on behalf of customers to help them uncover valuable business insights from their data....","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-The-Big-Game-Hunter-l-Santa-Monica,-CA-jobs.html","The Big Game Hunter jobs in Santa Monica, CA","","http://www.indeed.com/l-Santa-Monica,-CA-jobs.html","Santa Monica jobs","","Salary Search:","http://www.indeed.com/salary?q1=Director+Data+Science&l1=Santa+Monica%2C+CA","Director Data Science salaries in Santa Monica, CA","","Learn more about working at The Big Game Hunter","http://www.indeed.com/cmp/The-Big-Game-Hunter?fromjk=6ab036fe59b4ef72&from=serp-more&campaignid=serp-more&jcid=9d6b6b36095e51bc","The Big Game Hunter","","Related forums: Santa Monica, California - The Big Game Hunter","http://www.indeed.com/forum/loc/Santa-Monica-California.html; http://www.indeed.com/forum/cmp/The-Big-Game-Hunter.html","Santa Monica, California; The Big Game Hunter","","3"
"http://www.indeed.com/rc/clk?jk=370e332272acffe8&fccid=b675afd5f916feea","Analytical Scientist I","Analytical Scientist I","Herbalife","http://www.indeed.com/cmp/Herbalife?from=SERP&campaignid=serp-linkcompanyname&fromjk=370e332272acffe8&jcid=b675afd5f916feea","Herbalife","","-","http://www.indeed.com/cmp/Herbalife/reviews?jcid=b675afd5f916feea","498 reviews","Herbalife reviews","498","","","","-","Torrance, CA","","","","","","","Assist Analytical Scientist III or Sr. Scientist in drafting publication or position papers. Well versed with various data acquisition/processing software and...","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Herbalife-l-Torrance,-CA-jobs.html","Herbalife jobs in Torrance, CA","","http://www.indeed.com/l-Torrance,-CA-jobs.html","Torrance jobs","","Salary Search:","http://www.indeed.com/salary?q1=Analytical+Scientist&l1=Torrance%2C+CA","Analytical Scientist salaries in Torrance, CA","","Learn more about working at Herbalife","http://www.indeed.com/cmp/Herbalife?fromjk=370e332272acffe8&from=serp-more&campaignid=serp-more&jcid=b675afd5f916feea","Herbalife","","Related forums: Torrance, California - Herbalife","http://www.indeed.com/forum/loc/Torrance-California.html; http://www.indeed.com/forum/cmp/Herbalife.html","Torrance, California; Herbalife","","3"
"http://www.indeed.com/rc/clk?jk=65014a61731f63af&fccid=9356abcba981e483","Sr Research Analyst (9422) - Partial Telecommuting Schedule","Sr Research Analyst (9422) - Partial Telecommuting Schedule","Health Net, Inc.","http://www.indeed.com/cmp/Health-Net?from=SERP&campaignid=serp-linkcompanyname&fromjk=65014a61731f63af&jcid=745f3390af229e09","Health Net, Inc.","","-","http://www.indeed.com/cmp/Health-Net/reviews?jcid=745f3390af229e09","587 reviews","Health Net reviews","587","","","","-","Woodland Hills, CA 91367","","","","","","","Documents data collection, manipulation methods, measures, results, data sources and other information needed for NCQA or regulatory agencies....","","Health Net - 22 days ago - save job - email - more...","-22","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Health+Net,+Inc&l=Woodland+Hills,+CA&nc=jasx","Health Net, Inc. jobs in Woodland Hills, CA","","http://www.indeed.com/l-Woodland-Hills,-CA-jobs.html","Woodland Hills jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Research+Analyst&l1=Woodland+Hills%2C+CA","Senior Research Analyst salaries in Woodland Hills, CA","","Learn more about working at Health Net, Inc.","http://www.indeed.com/cmp/Health-Net?fromjk=65014a61731f63af&from=serp-more&campaignid=serp-more&jcid=745f3390af229e09","Health Net, Inc.","","Related forums: Health Net - Woodland Hills, California - Research Analyst","http://www.indeed.com/forum/cmp/Health-Net.html; http://www.indeed.com/forum/loc/Woodland-Hills-California.html; http://www.indeed.com/forum/job/Research-Analyst.html","Health Net; Woodland Hills, California; Research Analyst","","3"
"http://www.indeed.com/rc/clk?jk=bd9011a6b92bc4a9&fccid=66403b30a2c0d89c","Senior Analytics Engineer, Content Analytics","Senior Analytics Engineer, Content Analytics","Netflix","http://www.indeed.com/cmp/Netflix?from=SERP&campaignid=serp-linkcompanyname&fromjk=bd9011a6b92bc4a9&jcid=66403b30a2c0d89c","Netflix","","-","http://www.indeed.com/cmp/Netflix/reviews?jcid=66403b30a2c0d89c","207 reviews","Netflix reviews","207","","","","-","Beverly Hills, CA 90210","","","","","","","Work with the finance experts, data scientists and data engineers in the Content org to develop metrics & analytical approaches to understand nuance around...","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Netflix-l-Beverly-Hills,-CA-jobs.html","Netflix jobs in Beverly Hills, CA","","http://www.indeed.com/l-Beverly-Hills,-CA-jobs.html","Beverly Hills jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Analytic+Engineer&l1=Beverly+Hills%2C+CA","Senior Analytic Engineer salaries in Beverly Hills, CA","","Learn more about working at Netflix","http://www.indeed.com/cmp/Netflix?fromjk=bd9011a6b92bc4a9&from=serp-more&campaignid=serp-more&jcid=66403b30a2c0d89c","Netflix","","Related forums: Beverly Hills, California - Netflix","http://www.indeed.com/forum/loc/Beverly-Hills-California.html; http://www.indeed.com/forum/cmp/Netflix.html","Beverly Hills, California; Netflix","","3"
"http://www.indeed.com/rc/clk?jk=d105523c73834c3a&fccid=0b74c73a7d280485","ESIS - HSE Risk Control Specialist","ESIS - HSE Risk Control Specialist","Chubb","http://www.indeed.com/cmp/Chubb?from=SERP&campaignid=serp-linkcompanyname&fromjk=d105523c73834c3a&jcid=0b74c73a7d280485","Chubb","","-","http://www.indeed.com/cmp/Chubb/reviews?jcid=0b74c73a7d280485","140 reviews","Chubb reviews","140","","","","-","Los Angeles, CA","","","","","","","Observations and data. May be required to perform duties or responsibilities of Staff Scientist Consultant II and/or Staff Geologist Consultant III....","","19 days ago - save job - email - more...","19","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Chubb-l-Los-Angeles,-CA-jobs.html","Chubb jobs in Los Angeles, CA","","http://www.indeed.com/l-Los-Angeles,-CA-jobs.html","Los Angeles jobs","","Salary Search:","http://www.indeed.com/salary?q1=Esis&l1=Los+Angeles%2C+CA","Esis salaries in Los Angeles, CA","","Learn more about working at Chubb","http://www.indeed.com/cmp/Chubb?fromjk=d105523c73834c3a&from=serp-more&campaignid=serp-more&jcid=0b74c73a7d280485","Chubb","","Related forums: Los Angeles, California - Chubb","http://www.indeed.com/forum/loc/Los-Angeles-California.html; http://www.indeed.com/forum/cmp/Chubb.html","Los Angeles, California; Chubb","","3"
"http://www.indeed.com/rc/clk?jk=b6bd7a6aa1ded902&fccid=3a8b6b1529809392","Big Data Specialist","Big Data Specialist","Calance US","http://www.indeed.com/cmp/Partners-Consulting?from=SERP&campaignid=serp-linkcompanyname&fromjk=b6bd7a6aa1ded902&jcid=f523f85fdd7ef7f9","Calance US","","-","http://www.indeed.com/cmp/Partners-Consulting/reviews?jcid=f523f85fdd7ef7f9","6 reviews","Calance US reviews","6","","","","-","Torrance, CA","","","","","","","Hands-on development, design work on Big Data Analytics to support the data scientists. Big Data Specialist. Underlying infrastructure for Big Data Solutions...","","Calance - 4 days ago - save job - email - more...","-4","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Calance-US-l-Torrance,-CA-jobs.html","Calance US jobs in Torrance, CA","","http://www.indeed.com/l-Torrance,-CA-jobs.html","Torrance jobs","","Salary Search:","http://www.indeed.com/salary?q1=Big+Data+Specialist&l1=Torrance%2C+CA","Big Data Specialist salaries in Torrance, CA","","Learn more about working at Calance US","http://www.indeed.com/cmp/Partners-Consulting?fromjk=b6bd7a6aa1ded902&from=serp-more&campaignid=serp-more&jcid=f523f85fdd7ef7f9","Calance US","","Related forums: Torrance, California - Partners Consulting","http://www.indeed.com/forum/loc/Torrance-California.html; http://www.indeed.com/forum/cmp/Partners-Consulting.html","Torrance, California; Partners Consulting","","3"
"http://www.indeed.com/rc/clk?jk=77eec8b1b7110109&fccid=535f108e774016a4","Business Analyst - Operation Research","Business Analyst - Operation Research","Sunwest Mortgage Company, Inc.","","","","-","","","","","","","","","Cerritos, CA 90703","","","","","","","Review, design, and analyze software and business needs and assist in software development, implementation, database review, and business analysis for problems...","","17 days ago - save job - email - more...","17","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Sunwest+Mortgage+Company,+Inc&l=Cerritos,+CA&nc=jasx","Sunwest Mortgage Company, Inc. jobs in Cerritos, CA","","http://www.indeed.com/l-Cerritos,-CA-jobs.html","Cerritos jobs","","Salary Search:","http://www.indeed.com/salary?q1=Business+Analyst&l1=Cerritos%2C+CA","Business Analyst salaries in Cerritos, CA","","Learn more about working at Sunwest Mortgage Company, Inc.","http://www.indeed.com/cmp/Sunwest-Mortgage-Company,-Inc.?fromjk=77eec8b1b7110109&from=serp-more&campaignid=serp-more&jcid=535f108e774016a4","Sunwest Mortgage Company, Inc.","","Related forums: Cerritos, California","http://www.indeed.com/forum/loc/Cerritos-California.html","Cerritos, California","","3"
"http://www.indeed.com/rc/clk?jk=39095aecde3e6b10&fccid=2a061333eeff6254","Sr. Marketing Scientist","Sr. Marketing Scientist","MarketShare","http://www.indeed.com/cmp/Marketshare?from=SERP&campaignid=serp-linkcompanyname&fromjk=39095aecde3e6b10&jcid=2a061333eeff6254","MarketShare","","-","http://www.indeed.com/cmp/Marketshare/reviews?jcid=2a061333eeff6254","6 reviews","Marketshare reviews","6","","","","-","Los Angeles, CA","","","","","","","Well versed in regression techniques using panel data and time series data. A pragmatic eye toward data verification, ensuring the integrity and appropriateness...","","13 days ago - save job - email - more...","13","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Marketshare-l-Los-Angeles,-CA-jobs.html","MarketShare jobs in Los Angeles, CA","","http://www.indeed.com/l-Los-Angeles,-CA-jobs.html","Los Angeles jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Marketing+Scientist&l1=Los+Angeles%2C+CA","Senior Marketing Scientist salaries in Los Angeles, CA","","Learn more about working at Marketshare","http://www.indeed.com/cmp/Marketshare?fromjk=39095aecde3e6b10&from=serp-more&campaignid=serp-more&jcid=2a061333eeff6254","Marketshare","","Related forums: Los Angeles, California - Marketshare","http://www.indeed.com/forum/loc/Los-Angeles-California.html; http://www.indeed.com/forum/cmp/Marketshare.html","Los Angeles, California; Marketshare","","3"
"http://www.indeed.com/rc/clk?jk=092b136f733caf62&fccid=74540dcd08f53d72","Centralized Research Billing Analyst","Centralized Research Billing Analyst","UCLA Health","http://www.indeed.com/cmp/Ucla-Health?from=SERP&campaignid=serp-linkcompanyname&fromjk=092b136f733caf62&jcid=74540dcd08f53d72","UCLA Health","","-","http://www.indeed.com/cmp/Ucla-Health/reviews?jcid=74540dcd08f53d72","17 reviews","Ucla Health reviews","17","","","","-","Los Angeles, CA","","","","","","","Participate in quality studies through data collection. Utilizes medical record documentation, coding, and billing data of same accounts to assess the issues...","","20 days ago - save job - email - more...","20","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Los+Angeles%2C+CA&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Ucla-Health-l-Los-Angeles,-CA-jobs.html","UCLA Health jobs in Los Angeles, CA","","http://www.indeed.com/l-Los-Angeles,-CA-jobs.html","Los Angeles jobs","","Salary Search:","http://www.indeed.com/salary?q1=Centralized+Research+Billing+Analyst&l1=Los+Angeles%2C+CA","Centralized Research Billing Analyst salaries in Los Angeles, CA","","Learn more about working at Ucla Health","http://www.indeed.com/cmp/Ucla-Health?fromjk=092b136f733caf62&from=serp-more&campaignid=serp-more&jcid=74540dcd08f53d72","Ucla Health","","Related forums: Los Angeles, California - UCLA Health","http://www.indeed.com/forum/loc/Los-Angeles-California.html; http://www.indeed.com/forum/cmp/Ucla-Health.html","Los Angeles, California; UCLA Health","","3"
